id,header_text,description_text,cause,effect,alert_stop_ids,alert_route_ids,alert_start_times,alert_end_times,timestamp,language,text,locations,times,entities,urgency_label,urgency_score,category
KV15:ARR:2025-06-04:10,Deze halte vervalt tijdelijk ivm. wegwerkzaamheden in Oensel. Maak gebruik van de tijdelijke halte Dorpstraat Ulestraten of Langstraat in Schimmert.,"Deze halte vervalt tijdelijk ivm. wegwerkzaamheden in Oensel. Maak gebruik van de tijdelijke halte Dorpstraat Ulestraten of Langstraat in Schimmert.
",1.0,8.0,"['3084174', '3084172', '3084171', '3084173']",['127992'],"[datetime.datetime(2025, 6, 10, 3, 0)]","[datetime.datetime(2025, 6, 21, 0, 0)]",2025-06-17 21:01:22.406001,nl,"Deze halte vervalt tijdelijk ivm. wegwerkzaamheden in Oensel. Maak gebruik van de tijdelijke halte Dorpstraat Ulestraten of Langstraat in Schimmert.
","['Oensel', 'Dorpstraat Ulestraten', 'Langstraat', 'Schimmert']",[],"[('Oensel', 'LOC'), ('Dorpstraat Ulestraten', 'LOC'), ('Langstraat', 'LOC'), ('Schimmert', 'LOC')]",negative,0.49,de
KV15:ARR:2025-06-04:11,Deze halte vervalt tijdelijk ivm. wegwerkzaamheden in Margraten. Maak gebruik van de halte Burg. Ronckersplein.,"Deze halte vervalt tijdelijk ivm. wegwerkzaamheden in Margraten. Maak gebruik van de halte Burg. Ronckersplein.
",1.0,8.0,['3083257'],['127991'],"[datetime.datetime(2025, 6, 10, 5, 0)]","[datetime.datetime(2025, 6, 10, 15, 0)]",2025-06-17 21:01:22.813546,nl,"Deze halte vervalt tijdelijk ivm. wegwerkzaamheden in Margraten. Maak gebruik van de halte Burg. Ronckersplein.
","['Margraten', 'Burg. Ronckersplein']",[],"[('Margraten', 'LOC'), ('Burg. Ronckersplein', 'LOC')]",negative,0.501,de
SIRIGM:1337651-1-1009-2,Bus 62 rijdt om vanaf halte Station Zuid. Details: gvb.nl -- Bus 62 runs a diverted route from Station Zuid. Details: gvb.nl,Bus 62 rijdt om vanaf halte Station Zuid. Details: gvb.nl -- Bus 62 runs a diverted route from Station Zuid. Details: gvb.nl,,,"['2636708', '2636783', '2636727', '2636684', '3152161', '3152595', '3152954', '2636719', '3152935', '3153149']",,"[datetime.datetime(2025, 6, 13, 16, 45)]","[datetime.datetime(2025, 6, 13, 18, 15)]",2025-06-17 21:01:23.257864,nl,Bus 62 rijdt om vanaf halte Station Zuid. Details: gvb.nl -- Bus 62 runs a diverted route from Station Zuid. Details: gvb.nl,"['Station Zuid', 'Station Zuid']",[],"[('Station Zuid', 'LOC'), ('Station Zuid', 'LOC')]",neutral,0.895,gvb
KV15:QBUZZ:2025-05-20:25,Qbuzz: stadsBuzz 3 stopt niet op deze halte tot 27 juni 16:00 uur door werkzaamheden bij de Sportlaan. Stap in bij halte Estafetteweg of Dinantsingel.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden bij de Sportlaan.
Effect : Halte De Kortestraat vervalt.
Maatregelen : 
Qbuzz: stadsBuzz 3 stopt niet op deze halte tot 27 juni 16:00 uur door werkzaamheden bij de Sportlaan. Stap in bij halte Estafetteweg of Dinantsingel.
",9.0,8.0,"['2904018', '2904019']",['119915'],"[datetime.datetime(2025, 5, 26, 5, 0)]","[datetime.datetime(2025, 6, 27, 14, 0)]",2025-06-17 21:01:24.035060,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden bij de Sportlaan.
Effect : Halte De Kortestraat vervalt.
Maatregelen : 
Qbuzz: stadsBuzz 3 stopt niet op deze halte tot 27 juni 16:00 uur door werkzaamheden bij de Sportlaan. Stap in bij halte Estafetteweg of Dinantsingel.
","['Sportlaan', 'De Kortestraat', 'Sportlaan', 'Estafetteweg', 'Dinantsingel']",[],"[('Sportlaan', 'LOC'), ('De Kortestraat', 'LOC'), ('Sportlaan', 'LOC'), ('Estafetteweg', 'LOC'), ('Dinantsingel', 'LOC')]",neutral,0.593,qbuzz
SIRIGM:1012951-2-1083-3,"Bus 41, 47, 66 en N87 stoppen hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 41, 47, 66 and N87. Cause: Works. Details: gvb.nl","Bus 41, 47, 66 en N87 stoppen hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 41, 47, 66 and N87. Cause: Works. Details: gvb.nl",,,"['3152453', '3048331']",,"[datetime.datetime(2024, 10, 25, 15, 17, 35)]","[datetime.datetime(2025, 6, 13, 23, 0)]",2025-06-17 21:01:24.643730,nl,"Bus 41, 47, 66 en N87 stoppen hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 41, 47, 66 and N87. Cause: Works. Details: gvb.nl",[],[],[],negative,0.689,gvb
SIRIGM:1071801-1-1018-4,Bus 38 rijdt om vanaf halte Havikslaan. Details: gvb.nl -- Bus 38 runs a diverted route from Havikslaan. Details: gvb.nl,Bus 38 rijdt om vanaf halte Havikslaan. Details: gvb.nl -- Bus 38 runs a diverted route from Havikslaan. Details: gvb.nl,,,"['3152311', '2636071', '3152444', '2636165', '3151918', '2636069', '3153213', '3153264', '2636073', '2636066']",,"[datetime.datetime(2024, 12, 4, 11, 27, 36)]","[datetime.datetime(2025, 6, 22, 3, 0)]",2025-06-17 21:01:25.128285,nl,Bus 38 rijdt om vanaf halte Havikslaan. Details: gvb.nl -- Bus 38 runs a diverted route from Havikslaan. Details: gvb.nl,"['Havikslaan', 'Havikslaan']",[],"[('Havikslaan', 'LOC'), ('Havikslaan', 'LOC')]",neutral,0.901,gvb
KV15:QBUZZ:2025-05-23:2,Qbuzz: Lijn 99 stopt tot 19 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Kloosterlaan.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Gasthuissingel, Bargefenne en 1e Hollandiastraat vervallen.
Maatregelen : 
Qbuzz: Lijn 99 stopt tot 19 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Kloosterlaan.
",9.0,8.0,"['2898638', '2898642']",['120007'],"[datetime.datetime(2025, 6, 16, 3, 0)]","[datetime.datetime(2025, 6, 19, 3, 0)]",2025-06-17 21:01:25.825259,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Gasthuissingel, Bargefenne en 1e Hollandiastraat vervallen.
Maatregelen : 
Qbuzz: Lijn 99 stopt tot 19 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van halte Kloosterlaan.
","['Gasthuissingel', 'Bargefenne', '1e Hollandiastraat', 'Kloosterlaan']",[],"[('Gasthuissingel', 'LOC'), ('Bargefenne', 'LOC'), ('1e Hollandiastraat', 'LOC'), ('Kloosterlaan', 'LOC')]",neutral,0.513,qbuzz
KV15:CXX:2025-06-02:50,Halte vervallen t/m 11 juni. Vervangende halte: Marktweg.,"Oorzaak : Kermis 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervallen t/m 11 juni. Vervangende halte: Marktweg.
",7.0,6.0,"['2755587', '2755600']",,"[datetime.datetime(2025, 6, 1, 22, 0)]","[datetime.datetime(2025, 6, 11, 21, 59)]",2025-06-17 21:01:26.306720,nl,"Oorzaak : Kermis 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervallen t/m 11 juni. Vervangende halte: Marktweg.
",['Marktweg'],[],"[('Marktweg', 'LOC')]",negative,0.497,vervangende
KV15:CXX:2025-06-09:8,"Halte vervalt op 11 juni van 05:00 tot 16:00. Vervangende halte: Blaricum P+R.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt op 11 juni van 05:00 tot 16:00. Vervangende halte: Blaricum P+R.

",9.0,6.0,"['3011950', '3011953', '3011952', '3011954', '3011955', '3011951']",,"[datetime.datetime(2025, 6, 9, 8, 0)]","[datetime.datetime(2025, 6, 11, 2, 59)]",2025-06-17 21:01:26.871985,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt op 11 juni van 05:00 tot 16:00. Vervangende halte: Blaricum P+R.

",[],[],[],neutral,0.825,vervangende
KV15:QBUZZ:2025-05-23:1,Qbuzz: Lijn 99 stopt tot 19 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van Busstation Bolsward.,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Gasthuissingel, Bargefenne en 1e Hollandiastraat vervallen.
Maatregelen : 
Qbuzz: Lijn 99 stopt tot 19 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van Busstation Bolsward.
",9.0,8.0,"['2898645', '2898639', '2898646', '2898641']",['120007'],"[datetime.datetime(2025, 6, 16, 3, 0)]","[datetime.datetime(2025, 6, 19, 3, 0)]",2025-06-17 21:01:27.967543,nl,"Oorzaak : Wegwerkzaamheden Wegwerkzaamheden
Effect : Haltes Gasthuissingel, Bargefenne en 1e Hollandiastraat vervallen.
Maatregelen : 
Qbuzz: Lijn 99 stopt tot 19 juni einde dienst niet bij deze halte door wegwerkzaamheden. Maak gebruik van Busstation Bolsward.
","['Gasthuissingel', 'Bargefenne', '1e Hollandiastraat', 'Busstation Bolsward']",[],"[('Gasthuissingel', 'LOC'), ('Bargefenne', 'LOC'), ('1e Hollandiastraat', 'LOC'), ('Busstation Bolsward', 'LOC')]",neutral,0.524,qbuzz
SIRIGM:1185501-2-1075-5,Bus N84 Centraal Station stopt hier niet. Details: gvb.nl -- Stop not served by bus N84 Centraal Station. Details: gvb.nl,Bus N84 Centraal Station stopt hier niet. Details: gvb.nl -- Stop not served by bus N84 Centraal Station. Details: gvb.nl,,,"['3152900', '3140219']",,"[datetime.datetime(2025, 3, 17, 7, 0)]","[datetime.datetime(2025, 7, 7, 5, 0)]",2025-06-17 21:01:28.688119,en,Bus N84 Centraal Station stopt hier niet. Details: gvb.nl -- Stop not served by bus N84 Centraal Station. Details: gvb.nl,"['Centraal Station', 'al']",[],"[('Centraal Station', 'LOC'), ('al', 'LOC')]",negative,0.621,gvb
KV15:CXX:2025-06-09:6,"Halte vervalt op 11 juni van 05:00 tot 16:00.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt op 11 juni van 05:00 tot 16:00.

",9.0,6.0,"['3011926', '3011924', '3011927', '3011928']",,"[datetime.datetime(2025, 6, 9, 8, 0)]","[datetime.datetime(2025, 6, 11, 2, 59)]",2025-06-17 21:01:29.397215,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt op 11 juni van 05:00 tot 16:00.

",[],[],[],neutral,0.826,vervangende
KV15:CXX:2025-06-09:7,"Halte vervalt op 11 juni van 05:00 tot 16:00. Vervangende halte: Kostmand.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt op 11 juni van 05:00 tot 16:00. Vervangende halte: Kostmand.

",9.0,6.0,"['2746623', '2746673', '3011925', '2746657']",,"[datetime.datetime(2025, 6, 9, 8, 0)]","[datetime.datetime(2025, 6, 11, 2, 59)]",2025-06-17 21:01:30.223802,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt op 11 juni van 05:00 tot 16:00. Vervangende halte: Kostmand.

",[],[],[],neutral,0.807,vervangende
KV15:CXX:2025-06-09:4,"Halte vervalt van 11 juni 00:00 t/m 13 juni. Vervangende halte: Kerkweg.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 11 juni 00:00 t/m 13 juni. Vervangende halte: Kerkweg.

",9.0,6.0,"['2754895', '2754898']",,"[datetime.datetime(2025, 6, 9, 8, 0)]","[datetime.datetime(2025, 6, 10, 21, 59)]",2025-06-17 21:01:30.758589,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 11 juni 00:00 t/m 13 juni. Vervangende halte: Kerkweg.

",['Kerkweg'],[],"[('Kerkweg', 'LOC')]",neutral,0.805,vervangende
KV15:CXX:2025-06-09:5,"Halte vervalt van 11 juni t/m 13 juni 18:00. Vervangende halte: Station Zuid Westzijde.
","Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 11 juni t/m 13 juni 18:00. Vervangende halte: Station Zuid Westzijde.

",9.0,6.0,"['2753942', '2753927']",,"[datetime.datetime(2025, 6, 9, 8, 0)]","[datetime.datetime(2025, 6, 10, 21, 59)]",2025-06-17 21:01:31.342738,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervalt van 11 juni t/m 13 juni 18:00. Vervangende halte: Station Zuid Westzijde.

",['Station Zuid Westzijde'],[],"[('Station Zuid Westzijde', 'LOC')]",neutral,0.778,vervangende
KV15:EBS:2025-05-27:10,EBS: Bus 110: Vanwege werkzaamheden is deze halte vervallen van maandag 02 juni t/m vrijdag 27 juni. MeerPlus.nl,"EBS: Bus 110: Vanwege werkzaamheden is deze halte vervallen van maandag 02 juni t/m vrijdag 27 juni. MeerPlus.nl
",1.0,8.0,"['3049555', '3049627', '3049626', '3049589', '3049554']","['127759', '126917']","[datetime.datetime(2025, 5, 29, 3, 0)]","[datetime.datetime(2025, 6, 28, 0, 0)]",2025-06-17 21:01:31.745413,nl,"EBS: Bus 110: Vanwege werkzaamheden is deze halte vervallen van maandag 02 juni t/m vrijdag 27 juni. MeerPlus.nl
",[],[],[],neutral,0.651,ebs
KV15:ARR:2025-06-03:8,Halte vervalt dinsdag 10 juni t/m vrijdag 18 juli vervangende halte: tijdelijke halte Zuid-Oostsingel.,"Halte vervalt dinsdag 10 juni t/m vrijdag 18 juli vervangende halte: tijdelijke halte Zuid-Oostsingel.
",1.0,8.0,"['3117131', '3117133']","['129317', '128324', '128335', '128757']","[datetime.datetime(2025, 6, 5, 13, 59)]","[datetime.datetime(2025, 7, 18, 21, 59)]",2025-06-17 21:01:32.124360,nl,"Halte vervalt dinsdag 10 juni t/m vrijdag 18 juli vervangende halte: tijdelijke halte Zuid-Oostsingel.
",['Zuid-Oostsingel'],[],"[('Zuid-Oostsingel', 'LOC')]",neutral,0.728,vervalt
SIRIGM:1295201-1-1015-2,Bus 21 stopt hier niet. Details: gvb.nl -- Stop not served by bus 21. Details: gvb.nl,Bus 21 stopt hier niet. Details: gvb.nl -- Stop not served by bus 21. Details: gvb.nl,,,"['3153005', '3153436', '3134014', '3134003', '3151966', '3152855', '3153045', '3153174', '3153038', '3134013', '3134002', '3134005', '3134007', '3134001', '3134009', '3152647', '3152730']",,"[datetime.datetime(2025, 5, 6, 3, 0)]","[datetime.datetime(2025, 6, 20, 15, 0)]",2025-06-17 21:01:32.528512,af,Bus 21 stopt hier niet. Details: gvb.nl -- Stop not served by bus 21. Details: gvb.nl,[],[],[],negative,0.716,gvb
KV15:CXX:2025-05-21:37,Lijn 567 (ri. Cruquius): halte vervallen t/m 19 juni. Vervangende halte: Europaweg/Spaarne Gasth.,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Lijn 567 (ri. Cruquius): halte vervallen t/m 19 juni. Vervangende halte: Europaweg/Spaarne Gasth.
",9.0,6.0,['2749443'],,"[datetime.datetime(2025, 5, 21, 15, 48)]","[datetime.datetime(2025, 6, 19, 21, 59)]",2025-06-17 21:01:33.151298,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Lijn 567 (ri. Cruquius): halte vervallen t/m 19 juni. Vervangende halte: Europaweg/Spaarne Gasth.
","['ri. Cruquius', 'Europaweg', 'Spaarne Gasth.']",[],"[('ri. Cruquius', 'LOC'), ('Europaweg', 'LOC'), ('Spaarne Gasth.', 'LOC')]",neutral,0.83,vervangende
SIRIGM:1012951-3-1016-4,Bus 41 stopt hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 41. Cause: Works. Details: gvb.nl,Bus 41 stopt hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 41. Cause: Works. Details: gvb.nl,,,"['3152632', '3151876', '3153342', '2635889', '2635854', '2635855']",,"[datetime.datetime(2024, 10, 25, 15, 17, 35)]","[datetime.datetime(2025, 6, 28, 23, 0)]",2025-06-17 21:01:33.660378,nl,Bus 41 stopt hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 41. Cause: Works. Details: gvb.nl,[],[],[],negative,0.684,gvb
KV15:ARR:2025-05-19:5,"Halte vervallen Vr. 13-06 aanvang dienst t/m Ma. 16-06 einde dienst i.v.m. een evenement (Stadstriathlon). Alternatief: halte Graafschap Hornelaan (= normaal alleen halte Lijn 2, 70, 74). ","Halte vervallen Vr. 13-06 aanvang dienst t/m Ma. 16-06 einde dienst i.v.m. een evenement (Stadstriathlon). Alternatief: halte Graafschap Hornelaan (= normaal alleen halte Lijn 2, 70, 74). 
",1.0,8.0,"['3084738', '3084748', '3084687', '3084688', '3084737', '3084747']",['127947'],"[datetime.datetime(2025, 6, 8, 22, 56)]","[datetime.datetime(2025, 6, 16, 21, 59)]",2025-06-17 21:01:34.283155,nl,"Halte vervallen Vr. 13-06 aanvang dienst t/m Ma. 16-06 einde dienst i.v.m. een evenement (Stadstriathlon). Alternatief: halte Graafschap Hornelaan (= normaal alleen halte Lijn 2, 70, 74). 
","['', 'Graafschap Hornelaan', '', 'halte Lijn']",[],"[('', 'LOC'), ('Graafschap Hornelaan', 'LOC'), ('', 'LOC'), ('halte Lijn', 'LOC')]",neutral,0.713,qbuzz
KV15:ARR:2025-05-19:2,"Halte m.i.v. Di. 20-05 tot nader bericht verplaatst (ca. 25m.) naar wegzijde (Beeselseweg).

","Halte m.i.v. Di. 20-05 tot nader bericht verplaatst (ca. 25m.) naar wegzijde (Beeselseweg).


",1.0,8.0,['3084350'],['127915'],"[datetime.datetime(2025, 5, 19, 8, 39)]","[datetime.datetime(2025, 8, 1, 10, 1)]",2025-06-17 21:01:34.724258,nl,"Halte m.i.v. Di. 20-05 tot nader bericht verplaatst (ca. 25m.) naar wegzijde (Beeselseweg).


",['Beeselseweg'],[],"[('Beeselseweg', 'LOC')]",neutral,0.834,de
KV15:CXX:2025-06-02:49,Halte vervallen t/m 11 juni. Vervangende halte: Westerkerkweg.,"Oorzaak : Kermis 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervallen t/m 11 juni. Vervangende halte: Westerkerkweg.
",7.0,6.0,"['2755602', '2755585']",,"[datetime.datetime(2025, 6, 1, 22, 0)]","[datetime.datetime(2025, 6, 11, 21, 59)]",2025-06-17 21:01:35.208307,nl,"Oorzaak : Kermis 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
Halte vervallen t/m 11 juni. Vervangende halte: Westerkerkweg.
",['Westerkerkweg'],[],"[('Westerkerkweg', 'LOC')]",neutral,0.481,vervangende
SIRIGM:1350251-2-1036-2,Bus 61 stopt hier niet. Oorzaak: Aanrijding derden. Details: gvb.nl -- Stop not served by bus 61. Cause: Third-party accident. Details: gvb.nl,Bus 61 stopt hier niet. Oorzaak: Aanrijding derden. Details: gvb.nl -- Stop not served by bus 61. Cause: Third-party accident. Details: gvb.nl,,,"['3152248', '3152762', '2636348', '2636346', '2636347', '3153269']",,"[datetime.datetime(2025, 6, 9, 20, 43, 22)]","[datetime.datetime(2025, 6, 9, 22, 43, 22)]",2025-06-17 21:01:35.757718,nl,Bus 61 stopt hier niet. Oorzaak: Aanrijding derden. Details: gvb.nl -- Stop not served by bus 61. Cause: Third-party accident. Details: gvb.nl,[],[],[],negative,0.681,gvb
SIRIGM:1148401-2-1084-3,Bus N84 rijdt om vanaf halte Leidseplein. Details: gvb.nl -- Bus N84 runs a diverted route from Leidseplein. Details: gvb.nl,Bus N84 rijdt om vanaf halte Leidseplein. Details: gvb.nl -- Bus N84 runs a diverted route from Leidseplein. Details: gvb.nl,,,"['2636735', '3153434', '3152538', '3151871', '3152332', '2636645', '3152556', '2636624', '2636636', '2636663']",,"[datetime.datetime(2025, 2, 8, 4, 0, 59)]","[datetime.datetime(2027, 3, 1, 0, 0)]",2025-06-17 21:01:36.250245,nl,Bus N84 rijdt om vanaf halte Leidseplein. Details: gvb.nl -- Bus N84 runs a diverted route from Leidseplein. Details: gvb.nl,"['Leidseplein', 'Leidseplein']",[],"[('Leidseplein', 'LOC'), ('Leidseplein', 'LOC')]",neutral,0.88,gvb
KV15:ARR:2025-06-02:4,IVM Wegwerkzaamheden is deze halte vervallen. Maak gebruik van halte Station of MC Donalds.,"IVM Wegwerkzaamheden is deze halte vervallen. Maak gebruik van halte Station of MC Donalds.
",1.0,8.0,"['3077711', '3077712']","['128144', '128142', '128165']","[datetime.datetime(2025, 6, 10, 3, 1)]","[datetime.datetime(2025, 6, 20, 22, 0)]",2025-06-17 21:01:36.597267,nl,"IVM Wegwerkzaamheden is deze halte vervallen. Maak gebruik van halte Station of MC Donalds.
",['Station'],[],"[('IVM Wegwerkzaamheden', 'ORG'), ('Station', 'LOC'), ('MC Donalds', 'ORG')]",negative,0.507,de
KV15:ARR:2025-06-02:7,Ivm. de werkzaamheden/ oponthoud op de N296 vertrekt de Lijn 35 richting Susteren 5 minuten eerder vanaf Maaseik. Houd hier rekening mee.,"Ivm. de werkzaamheden/ oponthoud op de N296 vertrekt de Lijn 35 richting Susteren 5 minuten eerder vanaf Maaseik. Houd hier rekening mee.
",1.0,8.0,"['3084228', '3084227', '3084226', '3084225', '3084229']",['127983'],"[datetime.datetime(2025, 5, 6, 3, 0)]","[datetime.datetime(2025, 6, 14, 0, 0)]",2025-06-17 21:01:37.088828,nl,"Ivm. de werkzaamheden/ oponthoud op de N296 vertrekt de Lijn 35 richting Susteren 5 minuten eerder vanaf Maaseik. Houd hier rekening mee.
","['Susteren', 'Maaseik']",[],"[('Susteren', 'LOC'), ('Maaseik', 'LOC')]",neutral,0.764,qbuzz
KV15:ARR:2025-06-02:6,IVM Evenemnent is deze halte vervallen. Maak gebruik van halte Kerkhof.,"IVM Evenemnent is deze halte vervallen. Maak gebruik van halte Kerkhof.
",1.0,8.0,"['3079979', '3079989', '3079978', '3079976', '3079977']","['128152', '128166']","[datetime.datetime(2025, 6, 15, 3, 1)]","[datetime.datetime(2025, 6, 15, 22, 0)]",2025-06-17 21:01:37.415846,nl,"IVM Evenemnent is deze halte vervallen. Maak gebruik van halte Kerkhof.
",['Kerkhof'],[],"[('IVM Evenemnent', 'ORG'), ('Kerkhof', 'LOC')]",negative,0.701,de
KV15:ARR:2025-06-02:5,IVM Evenement is deze halte vervallen. Maak gebruik van tijdelijk halte aan de Staringstraat,"IVM Evenement is deze halte vervallen. Maak gebruik van tijdelijk halte aan de Staringstraat
",1.0,8.0,"['3077874', '3077873']",['128142'],"[datetime.datetime(2025, 6, 14, 3, 1)]","[datetime.datetime(2025, 6, 14, 12, 1)]",2025-06-17 21:01:37.749673,nl,"IVM Evenement is deze halte vervallen. Maak gebruik van tijdelijk halte aan de Staringstraat
",['Staringstraat'],[],"[('IVM Evenement', 'ORG'), ('Staringstraat', 'LOC')]",negative,0.586,de
SIRIGM:1239401-2-1064-3,Bus 18 rijdt om vanaf halte Jan van Galenstraat. Details: gvb.nl -- Bus 18 runs a diverted route from Jan van Galenstraat. Details: gvb.nl,Bus 18 rijdt om vanaf halte Jan van Galenstraat. Details: gvb.nl -- Bus 18 runs a diverted route from Jan van Galenstraat. Details: gvb.nl,,,"['3152236', '2636319', '3152074', '3152428', '2636254', '3152097', '3152386', '2636260', '2636215', '2636278']",,"[datetime.datetime(2025, 4, 28, 1, 0)]","[datetime.datetime(2025, 6, 20, 18, 30)]",2025-06-17 21:01:38.239632,nl,Bus 18 rijdt om vanaf halte Jan van Galenstraat. Details: gvb.nl -- Bus 18 runs a diverted route from Jan van Galenstraat. Details: gvb.nl,"['Jan van Galenstraat', 'Jan van Galenstraat']",[],"[('Jan van Galenstraat', 'LOC'), ('Jan van Galenstraat', 'LOC')]",neutral,0.89,gvb
KV15:CXX:2025-05-21:25,80 (ri. Zandvoort): halte vervalt van 24 mei t/m 27 juni. Gebruik halte lijn 2 (ri. Zandvoort).,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
80 (ri. Zandvoort): halte vervalt van 24 mei t/m 27 juni. Gebruik halte lijn 2 (ri. Zandvoort).
",9.0,6.0,['2749436'],,"[datetime.datetime(2025, 5, 21, 14, 10)]","[datetime.datetime(2025, 6, 27, 21, 59)]",2025-06-17 21:01:38.882649,nl,"Oorzaak : Werkzaamheden 
Effect : Omleiding 
Maatregelen : Vervangende halte(n) 
80 (ri. Zandvoort): halte vervalt van 24 mei t/m 27 juni. Gebruik halte lijn 2 (ri. Zandvoort).
","['(', 'ri. Zandvoort', 'ri. Zandvoort']",[],"[('(', 'LOC'), ('ri. Zandvoort', 'LOC'), ('ri. Zandvoort', 'LOC')]",neutral,0.921,vervangende
SIRIGM:1170851-2-1125-3,Bus 21 en 61 stoppen hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 21 and 61. Cause: Works. Details: gvb.nl,Bus 21 en 61 stoppen hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 21 and 61. Cause: Works. Details: gvb.nl,,,"['2636360', '3152247', '2636328', '3152082', '2636358', '3152698', '2636368', '3152892']",,"[datetime.datetime(2025, 2, 27, 11, 42, 52)]","[datetime.datetime(2025, 6, 20, 15, 0)]",2025-06-17 21:01:39.400196,nl,Bus 21 en 61 stoppen hier niet. Oorzaak: Werkzaamheden. Details: gvb.nl -- Stop not served by bus 21 and 61. Cause: Works. Details: gvb.nl,[],[],[],negative,0.7,gvb
SIRIGM:1170851-2-1127-4,Bus 21 en 61 rijden om vanaf halte Dr. H. Colijnstraat. Oorzaak: Werkzaamheden. Details: gvb.nl -- Bus 21 and 61 run a diverted route from D,Bus 21 en 61 rijden om vanaf halte Dr. H. Colijnstraat. Oorzaak: Werkzaamheden. Details: gvb.nl -- Bus 21 and 61 run a diverted route from Dr. H. Colijnstraat.  Cause: Works. Details: gvb.nl,,,"['3152503', '3152248', '2636354', '3152138', '3152316', '2636351', '2636357', '3152263', '2636350', '2636348', '2636347', '3153269']",,"[datetime.datetime(2025, 2, 27, 11, 42, 52)]","[datetime.datetime(2025, 6, 20, 15, 0)]",2025-06-17 21:01:40.086683,nl,Bus 21 en 61 rijden om vanaf halte Dr. H. Colijnstraat. Oorzaak: Werkzaamheden. Details: gvb.nl -- Bus 21 and 61 run a diverted route from Dr. H. Colijnstraat.  Cause: Works. Details: gvb.nl,"['Dr. H. Colijnstraat', 'Dr. H. Colijnstraat']",[],"[('Dr. H. Colijnstraat', 'LOC'), ('Dr. H. Colijnstraat', 'LOC')]",neutral,0.903,gvb
